Name,Description,Model,Predictions
WGS of 4 laboratory strains (C hominis aligned).,Illumina MiSeq 300bp paired end reads for the 4 C. parvum strains that are currently used by most molecular biology labs that study Cryptosporidium parvum.,gpt-3.5-turbo,Genomics	Parasitology	Microbiology
<i>Trypanosoma cruzi</i> strain G Genome Sequence and Annotation,Genome Sequence and Annotation of Trypanosoma cruzi strain G,gpt-3.5-turbo,Genomics   Molecular biology   Parasitology
"State-wide mosquito surveillance in Iowa, USA, 2001 (New Jersey light trap)","Mosquito collections have been made in various locations in Iowa, USA, using New Jersey light traps. (MapVEu VBP0000390)",gpt-3.5-turbo,Genomics	Genetics	Parasitology
"Mosquitoes surveillance from Vaca Key, Monroe County, Florida USA",Monitoring of the mosquito fauna on Vaca Key began in the late summer of 1998 and continued until the winter of 2017. Collections were intended to be made weekly (MapVEu VBP0000678),gpt-3.5-turbo,Environmental sciences	Zoology	Ecology
Overexpression of cytochrome P450 genes in pyrethroid-resistant Culex quinquefasciatus,"A pyrethroid-resistant strain of Culex quinquefasciatus, JPal-per, exhibits 2500-fold greater larval resistance to permethrin than the insecticide-susceptible strain Ogasawara.",gpt-3.5-turbo,Ecology	Zoology	Public health and epidemiology
Phosphoproteome in non-limiting conditions,Fusarium graminearum phosphoproteome in non-limiting conditions.,gpt-3.5-turbo,Genetics	Cell biology	Molecular biology
A new malaria vector mosquito in South Africa,"In order to identify the underlying causes of residual transmission, an enhanced vector surveillance system has been implemented at selected sites in the Mpumalanga and KwaZulu-Natal provinces. The collection periods for the data presented are March 2015 to April 2016 for Mpumalanga and January 2014 to December 2015 for KZN. (MapVEu VBP0000302)",gpt-3.5-turbo,Proteomics	Cell biology	Biology
Short read RNA-Seq (Anopheles quadriannulatus),"Assembling the tree of life is a major goal of biology, but progress has been hindered by the difficulty and expense of obtaining the orthologous DNA required for accurate and fully resolved phylogenies. Next-generation DNA sequencing technologies promise to accelerate progress, but sequencing the genomes of hundreds of thousands of eukaryotic species remains impractical. Eukaryotic transcriptomes, which are smaller than genomes and biased toward highly-expressed genes that tend to be conserved, could potentially provide a rich set of phylogenetic characters. We sampled the transcriptomes of 10 mosquito species by assembling 36 base-pair sequence reads into phylogenomic data matrices containing hundreds of thousands of orthologous nucleotides from hundreds of genes. Analysis of these data matrices yielded robust phylogenetic inferences, even with data matrices constructed from surprisingly few sequence reads. This approach is more efficient, data-rich, and economical than traditional PCR-based and EST-based methods, and provides a scalable strategy for generating phylogenomic data matrices to infer the branches and twigs of the tree of life.",gpt-3.5-turbo,Parasitology	Population genetics	Ecology
Schizont transcriptome for Theileria parva,Transciptome of Theileria parva Muguga schizont stage determined by strand-specific paired end Illumina sequencing.,gpt-3.5-turbo,Bioinformatics\tBiology\tPhylogenomics
Indoor Human landing catches from Western Cameroon,Indoor Human landing catches from Western Cameroon (MapVEu VBP0000626),gpt-3.5-turbo,Transcriptomics   Parasitology   Bioinformatics
<i>Homo sapiens</i> REF Genome Sequence and Annotation,The genome sequence and annotation for the human genome GRCh38,gpt-3.5-turbo,Entomology\tParasitology\tTropical medicine
Nitro drug-resistant strains and wild type proteomics,MS shotgun analysis of three resistant strains separately grown in the presence of two nitro drugs and compared to wild-types.,gpt-3.5-turbo,Genomics	Genetics	Biology
VEG timecourse proteome,T. gondii VEG timecourse proteome.,gpt-3.5-turbo,Microbiology	Molecular biology	Proteomics
"Franklin County Public Health data in Franklin county, Ohio, 2014.","2014 mosquito data from Franklin county, Ohio, collected by the Franklin County Public Health Department. (MapVEu VBP0000491)",gpt-3.5-turbo,Proteomics   Parasitology   Molecular biology
<i>[Candida] auris</i> 6684 Genome Sequence and Annotation,Genome Sequence and Annotation for Candida auris strain 6684,gpt-3.5-turbo,Public health and epidemiology  	Data acquisition  	Mapping
Intraerythrocytic stages phosphoproteome (3D7),Phosphoproteomic analysis of Plasmodium falciparum 3D7 intraerythrocytic development,gpt-3.5-turbo,Genomics	Annotation	Microbiology
Transcriptome from infected B cells,Transcriptome from Theileria annulata-infected B cells,gpt-3.5-turbo,Proteomics   	Biology   	Parasitology
Mitochondrial Methylarginine proteome (EATRO 164 Istar1),Mitochondrial Methylarginine proteome of T. brucei strain EATRO 164 Istar1,gpt-3.5-turbo,Immunology\tInfectious disease\tTranscriptomics
Oligos (DeRisi),Probe sequences from the P. falciparum Oligos (DeRisi). Zoom to 20K or less to see the probe glyphs.,gpt-3.5-turbo,Proteomics\tCell biology\tMicrobiology
P. berghei knockout (PlasmoGEM) growth phenotypes,"PlasmoGEM knockout vectors were used to measure growth rate phenotypes in mice for 2,578 P. berghei genes, representing more than half of its protein-coding genome.",gpt-3.5-turbo,Bioinformatics	Probes and primers	Sequence analysis
MSQ43 cell line RNA-Seq (aligned to Indian strain),Unpublished transcriptome sequencing of Anopheles stephensi MSQ43 cell lines.,gpt-3.5-turbo,Genetics	Gene expression	Mouse clinic
"Organophosphorous insecticide susceptibility of mosquitos in Maryland, 1985-89",Insecticide resistance study imported from IRBase. (MapVEu VBP0000031),gpt-3.5-turbo,Transcriptomics	RNA	Microbial collection
Resting Behavior of Malaria Vectors in Ghana and Its Implication on Vector Control,"Indoor and outdoor resting Anopheline mosquitoes were sampled during the dry and rainy seasons in 5 sites that were in 3 ecological landscapes, using pyrethrum spray catches (PSC), mechanical aspiration (Prokopack) for indoor collections, pit shelter and Prokopack for outdoor collections. PCR based molecular diagnostics were used to determine mosquito speciation, genotype for knockdown resistance mutations (L1014S and L1014F), G119S Ace-1 mutation, species host blood meal origins and sporozoite infection.",gpt-3.5-turbo,Environmental sciences     Epidemiology     Entomology
"State-wide mosquito surveillance in Iowa, USA, 2008 (New Jersey light trap)","Mosquito collections have been made in various locations in Iowa, USA, using New Jersey light traps. (MapVEu VBP0000381)",gpt-3.5-turbo,Parasitology	Zoology	Ecology
"The current insecticide resistance status of Anopheles gambiae (s.l.) (Culicidae) in rural and urban areas of Bouak&#233;, C&#244;te d&#8217;Ivoire","Larvae of Anopheles gambiae (s.l.) were collected from five different study sites and reared to adult stages. The resistance status was assessed using the WHO bioassay test kits for adult mosquitoes, with eight insecticides belonging to pyrethroids, organochlorines, carbamates and organophosphates classes. Molecular assays were performed to identify the molecular forms of An. gambiae (s.l.), the L1014F kdr and the ace-1R alleles in individual mosquitoes. (MapVEu VBP0000270)",gpt-3.5-turbo,Environmental sciences	Laboratory animal science	Infectious disease
Transcript alignment from GeneDB annotation,Transcripts for L. infantum JPCM5 from GeneDB,gpt-3.5-turbo,Infectious disease	Tropical medicine	Microbial ecology
<i>Fusarium proliferatum</i> strain NRRL62905 Genome Sequence and Annotation,Genome sequence and annotation for Fusarium proliferatum strain NRRL62905.,gpt-3.5-turbo,Bioinformatics\tGenomics\tTranscriptomics
Oocyst Partially Sporulated Proteome (VEG),Proteome of partially sporulated oocysts from T. gondii VEG mapped to ME49,gpt-3.5-turbo,Genomics\tDNA\tMicrobiology
Reduced Insecticide Susceptibility in Aedes vexans (Diptera: Culicidae) Where Agricultural Pest Management Overlaps With Mosquito Abatement,"To determine the impact that agricultural management practices have on mosquito insecticide susceptibility the mortality of Aedes vexans was compared between populations sampled from locations with and without mosquito abatement in South Dakota, a region dominated by agricultural production. (MapVEu VBP0000234)",gpt-3.5-turbo,Parasitology	Proteomics	Genomics
SNP calls on WGS of Magnaporthe field-isolates.,Whole-genome analysis of fungal strains from different hosts.,gpt-3.5-turbo,Environmental sciences	Parasitology	Public health and epidemiology
"Patterns of Abundance, Host Use, and Everglades Virus Infection in Culex (Melanoconion) cedecei Mosquitoes, Florida, USA","Field studies investigating spatial and temporal patterns of abundance, host use, and EVEV infection of Cx. cedecei mosquitoes in Everglades National Park (MapVEu VBP0000472)",gpt-3.5-turbo,Genetics	Genomics	Microbiology
SNPs calls on WGS of Clavispora (Candida) lusitaniae strains and populations from a patient with cystic fibrosis,Population genomics study of Clavispora (Candida) lusitaniae,gpt-3.5-turbo,Ecology	Environmental sciences	Infectious disease
Phlebotomine sand flies (Diptera: Psychodidae) in the Greek Aegean Islands: ecological approaches,The aim of this study was to investigate sand fly species in eleven small Aegean islands; to understand species-specific relationships with environmental and climatic factors and to compare sand fly community parameters among islands. (MapVEu VBP0000240),gpt-3.5-turbo,Genomics	Population genetics	Microbiology
In planta expression profiles of Fusarium proliferatum NRRL 62905,"Transcriptional changes during maize root infection. Root samples were taken 4, 10 and 20 dpi for RNA isolation.",gpt-3.5-turbo,Ecology	Zoology	Environmental sciences
Global transcriptional analysis of wild-type and cuf1delta cells,"Genome-wide assessment of the Cu-responsive, Cuf1-dependent transcriptome.",gpt-3.5-turbo,Transcriptomics  	Plant biology  	Microbiology
<i>Plasmodium reichenowi</i> CDC Genome Sequence and Annotation,The draft genome of Plasmodium reichenowi CDC,gpt-3.5-turbo,Transcriptomics     Genomics     Molecular biology
<i>Cryptosporidium sp.</i> chipmunk LX-2015 Genome Sequence,Genome sequence and assembly for Cryptosporidium sp. chipmunk LX-2015,gpt-3.5-turbo,Genomics	Parasitology	Biology
"Maryland Dept. of Agriculture mosquito surveillance, Maryland, USA, 2009",Maryland Dept. of Agriculture weekly mosquito population surveillance performed using various traps in 2009. (MapVEu VBP0000755),gpt-3.5-turbo,Genomics	Genetics	Microbiology
Gene expression changes during mycelia differentiation in Coccidioides immitis,A custom open reading frame oligonucleotide microarray to compare the transcriptome of C. immitis mycelia with two spherule samples grown in vitro.,gpt-3.5-turbo,Environmental sciences   Ecology   Zoology
Blood feeding and Plasmodium vinckei petteri 279 BY infection effect on the miRNome,"Sugar fed adult female An. stephensi  mosquitoes 5–6 days old (SF) were collected as control sample. Blood fed (BF 42 h and BF 5d) and parasite (Plasmodium vinckei petteri 279 BY ) infected mosquitoes (iBF 42 h and iBF 5d) were collected at two time points, at 42 hours and five days post blood feeding.",gpt-3.5-turbo,Bioinformatics	Microbiology	Gene expression
Malaria Atlas Project: Global distribution of observed malaria vector species (Americas),Collection and species identification of various malarial mosquito specimens for generating a global map of the dominant vector species of malaria. (MapVEu VBP0000027),gpt-3.5-turbo,Genetics	Ecology	Immunology
Fourth instar larvae from a highly permethrin resistant strain (HAmCqG8) and its parental low resistance strain (HAmCqG0),RNA Seq profiling of the mRNA of fourth instar HAmCqG0 (highly permethrin resistant strain) and HAmCqG8 (parental low resistance strain) using whole mosquito pooled samples,gpt-3.5-turbo,Parasitology	Mapping	Infectious disease
<i>Aedes albopictus</i> C6/36 cell line Genome Sequence and Annotation,Genome Sequence and Annotation of Aedes albopictus C6/36 cell line,gpt-3.5-turbo,Biotechnology    Genetics     RNA
T gondii Transcriptome during infection in 4 mouse cell types,mRNA Illumina sequences from 4 different mouse cell types infected with T. gondii and aligned to the ME49 Genome.,gpt-3.5-turbo,Cell biology    Genomics    Bioinformatics
<i>Aspergillus heteromorphus</i> CBS 117.55 Genome Sequence and Annotation,Genome Sequence and Annotation of Aspergillus heteromorphus CBS 117.55,gpt-3.5-turbo,Transcriptomics	Cell biology	Infectious disease
