Name,Description,Model,Predictions,Ground Truth,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
The effect of secretor status and the vaginal microbiome on birth outcome,"Mutations in the FUT2 gene that result in a lack of expression of histo-blood group antigens on secreted glycoproteins may shape the vaginal microbiota with consequences for birth outcome. To test this, we analysed the relationship between secretor status, vaginal microbiota and gestational length in an ethnically diverse cohort of 313 pregnant women, including 91 who delivered prematurely. Lactobacillus species were found to co-occur less often with other microbial taxa in non-secretors. Moreover, non-secretors with Lactobacillus spp. depleted vaginal microbiota in early pregnancy had significantly shorter gestational length than Lactobacillus spp. dominated non-secretors (mean of 245.5 (SD=44.5) versus 265.9 (23.6)); p=0.045), but not compared to Lactobacillus spp. dominated (261.8 (27.5)) and depleted (264.3 days (21.2)) secretors. In identifying a relationship between blood-group antigen expression and vaginal microbiota-host interactions, our results point towards stratification by secretor status as an important factor for considering preterm birth risk and prevention.",gpt-3.5-turbo,"{'Infectious disease', 'Immunology', 'Genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Genetics'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
Vaccine protection against the SARS-CoV-2 Omicron variant in macaques,"The rapid spread of the SARS-CoV-2 Omicron (B.1.1.529) variant, including in highly vaccinated populations, has raised important questions about the efficacy of current vaccines. In this study, we show that the mRNA-based BNT162b2 vaccine and the adenovirus-vector-based Ad26.COV2.S vaccine provide robust protection against high-dose challenge with the SARS-CoV-2 Omicron variant in cynomolgus macaques. We vaccinated 30 macaques with homologous and heterologous prime-boost regimens with BNT162b2 and Ad26.COV2.S. Following Omicron challenge, vaccinated macaques demonstrated rapid control of virus in bronchoalveolar lavage, and most vaccinated animals also controlled virus in nasal swabs. However, 4 vaccinated animals that had moderate Omicron-neutralizing antibody titers and undetectable Omicron CD8+ T cell responses failed to control virus in the upper respiratory tract. Moreover, virologic control correlated with both antibody and T cell responses. These data suggest that both humoral and cellular immune responses contribute to vaccine protection against a highly mutated SARS-CoV-2 variant.",gpt-3.5-turbo,"{'Molecular biology', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,{'Infectious disease'},{'Molecular biology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
ADRN Influenza Vaccine Pilot (ADRN-03),"This is a single center, open-label, mechanistic study designed to determine the variance of the antibody response in non-atopic and ADEH- participants receiving a single dose of the 2011-2012 seasonal Fluzone Intradermal vaccine administered per label.",gpt-3.5-turbo,"{'Transcriptomics', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Transcriptomics'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Atopic Dermatitis Research Network (ADRN) Influenza Vaccine Study (ADRN-05),"This is a multi-site, randomized, open label, mechanistic study designed to compare the immune response in non-atopic and AD participants receiving a single dose of the 2012-2013 seasonal Fluzone Intradermal vaccine administered per label. A secondary objective is to compare the immune response of AD participants receiving intradermal influenza vaccination to the response of AD participants receiving intramuscular influenza vaccination.",gpt-3.5-turbo,"{'Gynaecology and obstetrics', 'Microbiology', 'Preclinical and clinical studies'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Gynaecology and obstetrics', 'Microbiology', 'Preclinical and clinical studies'}",0.7369929453262787,0.0,1.0,1.0,0.7369929453262787
"Humoral responses to Influenza vaccination in aged populations - Year 2 2012 (See companion studies SDY272 2011, SDY648 2013, SDY739 2014, SDY819 2015)","The purpose of this study was to measure the B cell responses to the Trivalent Inactivated influenza Vaccine(TIV) in young and aged subjects, and measure their different B cell subsets.",gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
"Humoral responses to Influenza vaccination in aged populations - Year 3 2013 (See companion studies SDY272 2011, SDY622 2012, SDY739 2014, SDY819 2015)","The purpose of this study was to measure the B celland T cell responses to the Trivalent Inactivated influenza Vaccine(TIV) in young and aged subjects, and measure their different B cell subsets.",gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Use of Infliximab for the Treatment of Pemphigus Vulgaris (APV01),"PV involves blistering of the outer layer of skin and mucous membranes, causing a separation of epidermal cells. The disease occurs when the immune system produces antibodies to specific proteins in the skin and mucous membranes; the cause for production of these autoantibodies is unknown. Infliximab is a genetically engineered monoclonal antibody directed against tumor necrosis factor (TNF)-alpha, a chemical messenger that activates an immune response. Infliximab has been used to treat other autoimmune disorders, including rheumatoid arthritis, ankylosing spondylitis, and Crohn's disease. This study will evaluate the safety and efficacy of infliximab given in combination with prednisone for the treatment of adults with PV.",gpt-3.5-turbo,"{'Vaccinology', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,{'Infectious disease'},{'Vaccinology'},1.35,0.0,1.0,1.0,1.35
B and T Cell Determinants of Influenza Vaccine Responses in the Elderly SLVP015 2009 (see companion study SDY460),Application of high-throughput DNA sequencing of the IGH gene rearrangements to study the B cell repertoires over two successive years in 27 individuals ranging in age from 20 to 89 years old.,gpt-3.5-turbo,"{'Geriatric medicine', 'Immunology', 'Vaccinology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Vaccinology', 'Geriatric medicine'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
"Humoral responses to Influenza vaccination in aged populations - Year 5 2015 (See companion studies SDY272 2011, SDY622 2012, SDY648 2013, SDY739 2014)","The purpose of this study was to measure the B cell and T cell responses to the Trivalent Inactivated influenza Vaccine(TIV) in young and aged subjects, and measure their different B cell subsets.",gpt-3.5-turbo,"{'Geriatric medicine', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Geriatric medicine'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
"Dataset from An Open-Label, First-in-human, Safety and Pharmacokinetic Study of 1-Month Sustained-Release Injectable Tacrolimus in Healthy Subjects","This first-in-human study is designed to assess the safety and pharmacokinetic (PK) profile of sustained-release (SR) depot tacrolimus, which will be administered as a single dose of 0.1 mg/kg by subcutaneous (SC) injection in healthy subjects.",gpt-3.5-turbo,"{'Dermatology', 'Drug development', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Dermatology', 'Drug development'}",0.9993055555555554,0.3333333333333333,1.0,1.0,0.9993055555555554
"Dataset from A Phase II Multicenter, Controlled, Double-Blind Study Using Immunoprophylaxis in the Primary Prevention of Allergic Disease (ITN025AD)",The purpose of this study is to determine whether early childhood exposure to common allergens (substances that can trigger allergies and asthma) can prevent the development of asthma in children at high risk for developing the disease.,gpt-3.5-turbo,"{'Geriatric medicine', 'Immunology', 'Genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Geriatric medicine', 'Genetics'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Dataset from Immune Response to Varicella Vaccination in Subjects With Atopic Dermatitis Compared to Nonatopic Controls (VAR 05),Atopic dermatitis (AD) causes people to be susceptible to skin infection and inflammations. The purpose of this study is to determine the immune response to chicken pox vaccine in children with or without AD who received the vaccine 2 to 16 weeks prior to the study visit.,gpt-3.5-turbo,"{'Geriatric medicine', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Geriatric medicine'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
"Dataset from A Phase I, Open-Label Observational Study to Develop a Prospective Predictor of Vaccine Hyporesponse in Healthy Elderly Subjects",This study evaluated whether it is possible in healthy elderly participants to generate baseline biomarker-based prediction rules (PdR) for vaccine response (post baseline absolute serum antibody titer) using each of the protocol selected vaccines separately; and examined the rank correlation coefficients of pairs of post vaccination antibody titers within the same elderly individuals.,gpt-3.5-turbo,"{'Drug development', 'Pharmacology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Clinical immunology and immunotherapeutics'},0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Drug development', 'Pharmacology'}",0.7944444444444446,0.5,1.5,1.0,0.7944444444444446
Ten day time course of effect of influenza vaccination on gene expression profiles of PBMC and circulating B cells in mice,"Study was to explore the immune and transcriptomic response to seasonal influenza vaccination (TIV) in mice. For more information see Immport study SDY583.
22 total samples, 6 mice per sample: 11 PBMC samples (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, or 10 days post-vaccine boost) and 11 B cell samples  (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, or 10 days post-vaccine boost)",gpt-3.5-turbo,"{'Preclinical and clinical studies', 'Paediatrics', 'Allergy, clinical immunology and immunotherapeutics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pediatrics'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Immunology'}","{'Paediatrics', 'Preclinical and clinical studies'}",0.9093253968253969,0.0,1.0,1.0,0.9093253968253969
